altitude,watershed,watercourse,station,decimal_latitude,decimal_longitude,total_alkalinity,weather_condition,in-situ_electrical_conductivity,true_color,nitrate,nitrite,total_dissolved_solids,total_suspended_solids,sulfide,air_temperature,year,month,day,day_of_week,week_of_year,acronym,agriculture,forest,mining,non_observed,other_non_forest_natural_formation,other_non_vegetated_area,urban_infrastructure,water,period,BOD,total_phosphorus,turbidity,pH,temperature,dissolved_oxygen,river_flow,health_index
306.0,Rio Doce,Rio Matipó,RD021,-20.08,-42.47,10.8,Bom,36.5,8.0,0.12,0.009,32.0,1.0,0.5,27.0,2006,7,12,2,28,DO1,12706.81639246414,4863.404812561585,23.71012560436933,0.005055147277832,131.9009816218856,10.62677919647216,73.2593713050534,116.7877859852315,Dry,2.0,0.04,1.04,7.2,21.5,8.5,21.01885398981324,0.4565897959183675
235.0,Rio Doce,Rio Doce,RD023,-19.76,-42.48,14.1,Bom,63.9,88.0,0.12,0.004,54.0,53.0,0.5,27.0,2006,1,19,3,3,DO1,12706.81639246414,4863.404812561585,23.71012560436933,0.005055147277832,131.9009816218856,10.62677919647216,73.2593713050534,116.7877859852315,Rainy,2.0,0.04,42.2,7.7,25.1,7.2,41.244850891410046,0.5053489795918369
235.0,Rio Doce,Rio Doce,RD023,-19.76,-42.48,12.3,Bom,44.8,18.0,0.24,0.01,43.0,16.0,0.5,19.0,2006,7,14,4,28,DO1,12706.81639246414,4863.404812561585,23.71012560436933,0.005055147277832,131.9009816218856,10.62677919647216,73.2593713050534,116.7877859852315,Dry,2.0,0.05,12.3,6.9,21.1,8.9,21.01885398981324,0.4679938775510206
614.0,Rio Doce,Rio Piracicaba,RD025,-19.94,-43.18,6.1,Bom,27.2,65.0,0.03,0.002,29.0,11.0,0.5,27.0,2006,1,18,2,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.01,15.5,6.7,25.1,5.7,38.06182258064516,0.5014503401360546
614.0,Rio Doce,Rio Piracicaba,RD025,-19.94,-43.18,10.5,Bom,28.1,31.0,0.06,0.007,31.0,9.0,0.5,21.0,2006,7,13,3,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.03,4.6,7.4,18.6,8.5,21.683951612903225,0.482226530612245
564.0,Rio Doce,Rio Piracicaba,RD026,-19.83,-43.13,11.1,Bom,37.2,63.0,0.04,0.017,30.0,10.0,0.5,27.0,2006,1,18,2,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.04,15.7,7.2,25.1,6.9,38.06182258064516,0.4973197278911566
564.0,Rio Doce,Rio Piracicaba,RD026,-19.83,-43.13,13.1,Bom,43.2,23.0,0.11,0.032,43.0,7.0,0.5,20.0,2006,7,13,3,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.09,3.73,7.3,20.3,8.2,21.683951612903225,0.4793979591836736
590.0,Rio Doce,Rio Santa Bárbara,RD027,-19.81,-43.23,10.3,Bom,45.8,54.0,0.03,0.01,30.0,7.0,0.5,27.0,2006,1,18,2,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.01,5.88,6.8,25.1,6.8,38.06182258064516,0.48252585034013623
590.0,Rio Doce,Rio Santa Bárbara,RD027,-19.81,-43.23,14.3,Bom,55.6,14.0,0.09,0.008,45.0,8.0,0.5,13.0,2006,7,13,3,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.02,2.31,7.2,16.7,8.8,21.683951612903225,0.46379591836734707
533.0,Rio Doce,Rio Piracicaba,RD029,-19.77,-43.04,10.8,Bom,41.8,56.0,0.04,0.004,30.0,11.0,0.5,27.0,2006,1,18,2,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.03,9.33,7.3,25.1,6.8,38.06182258064516,0.47802857142857164
533.0,Rio Doce,Rio Piracicaba,RD029,-19.77,-43.04,13.5,Bom,47.3,19.0,0.14,0.02,45.0,1.0,0.5,23.0,2006,7,13,3,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.01,2.53,7.5,20.1,8.8,21.683951612903225,0.4638857142857144
510.0,Rio Doce,Rio do Peixe (DO2),RD030,-19.73,-43.03,14.8,Bom,64.8,44.0,0.23,0.078,45.0,15.0,0.5,27.0,2006,1,18,2,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.09,9.44,7.1,25.1,5.5,38.06182258064516,0.48541428571428585
510.0,Rio Doce,Rio do Peixe (DO2),RD030,-19.73,-43.03,18.0,Bom,73.0,27.0,0.76,0.111,64.0,4.0,0.5,24.0,2006,7,13,3,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,4.0,0.22,5.64,7.4,20.0,8.7,21.683951612903225,0.48195714285714303
232.0,Rio Doce,Rio Piracicaba,RD031,-19.53,-42.66,11.6,Bom,41.3,40.0,0.13,0.006,41.0,20.0,0.5,27.0,2006,1,19,3,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.02,8.96,7.3,25.1,7.1,38.06182258064516,0.49070476190476203
232.0,Rio Doce,Rio Piracicaba,RD031,-19.53,-42.66,10.2,Bom,40.8,21.0,0.15,0.011,46.0,2.0,0.5,24.0,2006,7,14,4,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.05,10.9,6.9,21.2,8.5,21.683951612903225,0.4637510204081634
265.0,Rio Doce,Rio Piracicaba,RD032,-19.62,-42.8,11.2,Bom,42.0,30.0,0.08,0.007,30.0,13.0,0.5,27.0,2006,1,18,2,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.01,7.08,7.0,25.1,7.3,38.06182258064516,0.4799068027210886
265.0,Rio Doce,Rio Piracicaba,RD032,-19.62,-42.8,12.5,Nublado,43.6,17.0,0.19,0.013,33.0,7.0,0.5,25.0,2006,7,13,3,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.03,4.96,7.3,20.5,8.9,21.683951612903225,0.46166326530612256
191.0,Rio Doce,Rio Doce,RD033,-19.33,-42.38,16.7,Bom,71.9,82.0,0.15,0.007,53.0,23.0,0.5,27.0,2006,1,20,4,3,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Rainy,2.0,0.07,21.9,7.3,25.1,5.6,140.0596182795699,0.48559387755102057
191.0,Rio Doce,Rio Doce,RD033,-19.33,-42.38,16.0,Nublado,83.0,27.0,0.54,0.012,69.0,6.0,0.5,19.0,2006,7,17,0,29,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Dry,3.0,0.08,16.3,6.9,20.7,8.7,76.5084247311828,0.4975292517006804
235.0,Rio Doce,Rio Piracicaba,RD034,-19.53,-42.6,13.6,Bom,57.8,39.0,0.12,0.013,42.0,30.0,0.5,27.0,2006,1,19,3,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.06,9.72,7.3,25.1,6.5,38.06182258064516,0.47342653061224504
235.0,Rio Doce,Rio Piracicaba,RD034,-19.53,-42.6,12.5,Bom,54.6,20.0,0.32,0.018,48.0,9.0,0.5,25.0,2006,7,14,4,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.07,10.7,6.9,21.8,8.2,21.683951612903225,0.46945306122448993
226.0,Rio Doce,Rio Doce,RD035,-19.49,-42.49,14.9,Bom,60.4,65.0,0.14,0.006,56.0,42.0,0.5,27.0,2006,1,19,3,3,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Rainy,2.0,0.07,35.5,7.2,25.1,6.5,38.06182258064516,0.48581836734693895
226.0,Rio Doce,Rio Doce,RD035,-19.49,-42.49,13.9,Nublado,54.1,19.0,0.29,0.009,48.0,16.0,0.5,25.0,2006,7,14,4,28,DO2,2437.697656689935,2612.595960981829,86.82492824102995,0.0,193.4575935454137,9.060619793945309,100.9461825206813,23.13925367974843,Dry,2.0,0.07,17.5,7.0,22.8,8.2,21.683951612903225,0.47317959183673486
198.0,Rio Doce,Rio Santo Antônio (DO3),RD039,-19.22,-42.34,6.9,Bom,29.0,69.0,0.05,0.004,25.0,26.0,0.5,27.0,2006,1,20,4,3,DO3,5154.17122449222,5254.613018556425,12.6938210948486,0.0,451.7101696708582,7.174321484497073,55.77725189965771,44.36715218859872,Rainy,2.0,0.03,11.9,7.1,25.1,6.4,55.00614746543779,0.4693857142857144
198.0,Rio Doce,Rio Santo Antônio (DO3),RD039,-19.22,-42.34,7.6,Nublado,27.5,24.0,0.09,0.005,30.0,4.0,0.5,22.0,2006,7,17,0,29,DO3,5154.17122449222,5254.613018556425,12.6938210948486,0.0,451.7101696708582,7.174321484497073,55.77725189965771,44.36715218859872,Dry,3.0,0.02,6.11,6.8,21.5,8.1,30.481815668202767,0.45625306122448994
186.0,Rio Doce,Rio Corrente Grande,RD040,-19.02,-42.16,9.6,Bom,33.2,92.0,0.07,0.003,34.0,56.0,0.5,27.0,2006,1,20,4,3,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Rainy,2.0,0.05,42.5,7.0,25.1,5.4,97.7866523297491,0.4784551020408165
186.0,Rio Doce,Rio Corrente Grande,RD040,-19.02,-42.16,8.4,Nublado,30.0,55.0,0.15,0.005,37.0,7.0,0.5,23.0,2006,7,17,0,29,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Dry,3.0,0.04,15.2,6.8,21.0,8.2,57.35300358422939,0.46613061224489816
163.0,Rio Doce,Rio Doce,RD044,-18.88,-41.95,12.9,Bom,57.6,110.0,0.19,0.005,42.0,39.0,0.5,27.0,2006,1,20,4,3,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Rainy,2.0,0.06,38.7,7.3,25.1,5.4,97.7866523297491,0.481687755102041
163.0,Rio Doce,Rio Doce,RD044,-18.88,-41.95,12.5,Nublado,64.4,28.0,0.31,0.008,53.0,3.0,0.5,26.0,2006,7,17,0,29,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Dry,2.0,0.04,8.84,7.1,23.7,8.3,57.35300358422939,0.4590816326530614
146.0,Rio Doce,Rio Doce,RD045,-18.86,-41.83,11.7,Bom,56.3,90.0,0.4,0.008,41.0,54.0,0.5,27.0,2006,1,22,6,3,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Rainy,2.0,0.06,43.3,7.5,25.1,6.4,97.7866523297491,0.478522448979592
146.0,Rio Doce,Rio Doce,RD045,-18.86,-41.83,13.4,Bom,61.6,21.0,0.37,0.012,48.0,11.0,0.5,20.0,2006,7,18,1,29,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Dry,2.0,0.05,12.0,7.3,21.3,7.6,57.35300358422939,0.45982244897959196
204.0,Rio Doce,Rio Suaçuí Grande,RD049,-18.58,-41.92,23.3,Bom,70.4,138.0,0.08,0.007,54.0,108.0,0.5,27.0,2006,1,20,4,3,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Rainy,2.0,0.01,86.4,7.5,25.1,4.4,97.7866523297491,0.48992653061224506
204.0,Rio Doce,Rio Suaçuí Grande,RD049,-18.58,-41.92,16.1,Nublado,52.1,60.0,0.13,0.004,48.0,22.0,0.5,23.0,2006,7,17,0,29,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Dry,3.0,0.02,12.5,7.1,22.2,8.4,57.35300358422939,0.4752897959183675
130.0,Rio Doce,Rio Doce,RD053,-18.97,-41.65,19.3,Bom,71.0,128.0,0.24,0.006,60.0,64.0,0.5,27.0,2006,1,22,6,3,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Rainy,2.0,0.05,77.7,7.2,25.1,6.2,97.7866523297491,0.48985918367346953
130.0,Rio Doce,Rio Doce,RD053,-18.97,-41.65,16.0,Bom,61.5,38.0,0.25,0.008,51.0,15.0,0.5,26.0,2006,7,18,1,29,DO4,15322.98272825549,5940.348002621074,0.1093716578369142,0.0,124.165839627014,10.48385902404784,57.32640480151306,104.9257975747038,Dry,2.0,0.04,19.3,7.4,22.4,8.0,57.35300358422939,0.5678619047619048
561.0,Rio Doce,Rio Caratinga,RD056,-19.73,-42.13,31.9,Bom,94.7,21.0,0.04,0.031,63.0,14.0,0.5,27.0,2006,1,24,1,4,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Rainy,6.0,0.16,15.9,7.2,25.1,2.6,140.0596182795699,0.5130714285714287
561.0,Rio Doce,Rio Caratinga,RD056,-19.73,-42.13,45.6,Bom,128.0,73.0,0.06,0.021,74.0,19.0,0.5,30.0,2006,7,20,3,29,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Dry,7.0,0.06,16.6,6.9,21.3,3.7,76.5084247311828,0.5217517006802722
119.0,Rio Doce,Rio Caratinga,RD057,-19.07,-41.54,25.1,Bom,76.1,59.0,0.28,0.006,56.0,57.0,0.5,27.0,2006,1,22,6,3,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Rainy,2.0,0.05,43.6,7.6,25.1,4.4,140.0596182795699,0.4844863945578233
119.0,Rio Doce,Rio Caratinga,RD057,-19.07,-41.54,21.3,Bom,74.8,44.0,0.34,0.008,55.0,20.0,0.5,24.0,2006,7,18,1,29,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Dry,2.0,0.06,16.9,7.3,23.6,8.1,76.5084247311828,0.46642244897959195
117.0,Rio Doce,Rio Doce,RD058,-19.17,-41.46,17.7,Bom,61.2,98.0,0.26,0.003,50.0,40.0,0.5,27.0,2006,1,22,6,3,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Rainy,2.0,0.04,44.4,7.6,25.1,5.8,140.0596182795699,0.4778938775510206
117.0,Rio Doce,Rio Doce,RD058,-19.17,-41.46,13.7,Bom,63.5,32.0,0.3,0.008,48.0,13.0,0.5,26.0,2006,7,18,1,29,DO5,5478.292872227576,737.2678384714117,0.0,0.0,16.19689178741458,4.182839929049139,36.44284345507752,61.40434572705046,Dry,2.0,0.04,12.5,7.2,24.4,8.2,76.5084247311828,0.46179795918367367
100.0,Rio Doce,Rio Doce,RD059,-19.35,-41.24,17.4,Bom,60.4,106.0,0.24,0.008,49.0,18.0,0.5,27.0,2006,1,23,0,4,DO6,7035.414839857754,1768.74682368156,0.0,0.0,115.2625665175774,4.24992949560547,24.29092199468975,39.89849945056152,Rainy,2.0,0.04,20.1,7.6,25.1,4.2,31.67457258064516,0.4648285714285716
100.0,Rio Doce,Rio Doce,RD059,-19.35,-41.24,14.4,Nublado,63.2,32.0,0.33,0.009,48.0,13.0,0.5,17.0,2006,7,19,2,29,DO6,7035.414839857754,1768.74682368156,0.0,0.0,115.2625665175774,4.24992949560547,24.29092199468975,39.89849945056152,Dry,2.0,0.04,11.5,7.3,21.0,8.0,14.442604838709677,0.46141632653061243
510.0,Rio Doce,Rio Manhuaçu,RD064,-20.12,-41.92,11.1,Bom,39.4,66.0,0.08,0.015,34.0,1.0,0.5,27.0,2006,1,24,1,4,DO6,7035.414839857754,1768.74682368156,0.0,0.0,115.2625665175774,4.24992949560547,24.29092199468975,39.89849945056152,Rainy,2.0,0.05,12.8,7.5,25.1,5.3,31.67457258064516,0.4689142857142859
510.0,Rio Doce,Rio Manhuaçu,RD064,-20.12,-41.92,11.0,Bom,40.1,40.0,0.59,0.025,32.0,9.0,0.5,17.0,2006,7,20,3,29,DO6,7035.414839857754,1768.74682368156,0.0,0.0,115.2625665175774,4.24992949560547,24.29092199468975,39.89849945056152,Dry,2.0,0.01,6.5,6.7,17.6,8.0,14.442604838709677,0.4595979591836736
94.0,Rio Doce,Rio Manhuaçu,RD065,-19.5,-41.17,14.6,Bom,44.8,96.0,0.16,0.005,38.0,17.0,0.5,27.0,2006,1,23,0,4,DO6,7035.414839857754,1768.74682368156,0.0,0.0,115.2625665175774,4.24992949560547,24.29092199468975,39.89849945056152,Rainy,2.0,0.03,19.4,7.3,25.1,6.1,31.67457258064516,0.46839795918367366
94.0,Rio Doce,Rio Manhuaçu,RD065,-19.5,-41.17,10.8,Bom,42.4,37.0,0.25,0.006,32.0,10.0,0.5,21.0,2006,7,19,2,29,DO6,7035.414839857754,1768.74682368156,0.0,0.0,115.2625665175774,4.24992949560547,24.29092199468975,39.89849945056152,Dry,2.0,0.04,6.91,7.1,21.2,8.3,14.442604838709677,0.46197755102040833
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,1.7,Bom,14.0,34.0,0.08,0.007,33.0,17.0,0.5,26.0,2006,3,9,3,10,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Rainy,2.0,0.09,30.4,6.6,21.6,6.3,41.871790322580644,0.46096734693877567
1124.0,Rio Grande,Rio Grande,BG001,-22.04,-44.32,5.7,Bom,20.2,32.0,0.12,0.004,25.0,9.0,0.5,25.0,2006,8,24,3,34,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Dry,2.0,0.02,6.74,6.9,17.3,7.8,22.455991935483873,0.4587149659863947
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,3.0,Nublado,16.1,18.0,0.08,0.003,31.0,40.0,0.5,20.0,2006,3,9,3,10,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Rainy,2.0,0.1,51.3,6.8,21.4,7.2,41.871790322580644,0.46857755102040827
931.0,Rio Grande,Rio Grande,BG003,-21.5,-44.33,6.1,Bom,20.4,42.0,0.13,0.004,24.0,12.0,0.5,13.0,2006,8,24,3,34,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Dry,2.0,0.04,14.7,7.0,17.6,7.9,22.455991935483873,0.4503489795918369
924.0,Rio Grande,Rio Aiuruoca,BG005,-21.61,-44.39,2.3,Nublado,18.5,100.0,0.07,0.004,34.0,108.0,0.5,21.0,2006,3,9,3,10,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Rainy,2.0,0.14,84.7,6.6,20.8,6.8,41.871790322580644,0.4738755102040818
924.0,Rio Grande,Rio Aiuruoca,BG005,-21.61,-44.39,7.8,Bom,27.3,37.0,0.16,0.003,37.0,16.0,0.5,21.0,2006,8,24,3,34,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Dry,2.0,0.06,18.8,7.0,18.2,7.6,22.455991935483873,0.46067551020408176
857.0,Rio Grande,Rio Grande,BG007,-21.3,-44.62,5.4,Bom,18.3,31.0,0.08,0.003,24.0,1.0,0.5,29.0,2006,3,8,2,10,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Rainy,2.0,0.08,13.6,7.1,25.4,5.5,41.871790322580644,0.457891836734694
857.0,Rio Grande,Rio Grande,BG007,-21.3,-44.62,5.8,Bom,20.2,19.0,0.06,0.003,19.0,4.0,0.5,24.0,2006,8,23,2,34,GD1,5708.298211513238,1782.174965425535,0.7071827960815412,0.0,1132.10114447699,21.05852451300049,17.14443729669189,96.5386209264557,Dry,2.0,0.02,2.07,6.4,19.8,6.6,22.455991935483873,0.45061836734693894
